id,cocina_pir,sala_pir,estudiof_pir
104,0.000445254,0.000673206,0.000630533
105,0.000473782,0.000327896,0.000486483
106,0.000441816,0.000873396,0.000920673
107,0.000397435,0.000467517,0.001794097
108,0.018651262,0.002148744,0.001776346
109,0.001037524,0.000112523,0.001497383
110,0.937403262,0.002347539,0.002846814
111,0.000462519,0.000407404,0.001078829
112,0.000444955,0.000389053,0.000866218
113,0.000411996,0.000581107,0.000545673
114,0.000270606,0.000685998,0.005295795
115,0.000415383,0.000463513,0.004730578
116,0.000613688,0.000219108,0.002209049
117,0.000501236,0.00069331,0.000602914
118,0.000421022,0.000531752,0.001094123
119,0.000364247,0.000155208,0.000890412
120,0.001578883,0.00082818,0.000983185
121,0.044181779,0.032232627,0.025708606
122,0.019226156,0.001806165,0.001921273
123,0.000259455,0.000256222,0.001034199
124,0.000696276,0.000329454,0.000538184
125,0.000301847,6.64E-05,0.006554533
126,0.000449078,0.000627876,0.000502751
127,0.000266779,0.000208191,0.001816475
128,0.000678573,0.000339631,0.000915326
129,0.000483001,0.000401583,0.000571223
130,0.005281154,0.000806275,0.003132147
131,0.000407025,0.000631876,0.000948731
132,0.000666248,0.003660149,0.001724184
133,0.00190958,0.125272393,0.00073917
134,0.000327198,0.000108147,0.000588709
135,0.000369253,0.001660026,0.000769815
136,0.000426466,0.000554415,0.00195473
137,0.000471285,0.000860219,0.038467839
138,0.000473506,0.000278571,0.000587756
139,0.000434623,0.000277355,0.014858275
140,0.000414427,0.000740671,0.000607705
141,0.000474548,0.000601918,0.000610429
142,0.000623087,0.000349833,0.001719903
143,0.000427739,0.000562929,0.000897508
144,0.002650718,0.00047924,0.001867558
145,0.002295125,0.002333305,0.006122277
146,0.991840243,0.037123289,0.262268215
147,0.000460327,0.000552279,0.00062612
148,0.000366181,0.000702069,0.000671768
149,0.000387582,0.000456809,0.001144897
150,0.00058379,0.000431526,0.000777332
151,0.0007502,0.001333693,0.000879313
152,0.001587825,0.000304493,0.003174916
153,0.00038384,0.000139406,0.000613614
154,0.97449851,0.002003642,0.001312026
155,0.000459023,0.000504864,0.000578751
156,0.000246007,8.06E-05,0.000873806
157,0.000340176,0.000607259,0.001081876
158,0.000273977,0.000107737,0.001158598
159,0.005916583,0.004387956,0.011834253
160,0.000528855,0.000437684,0.000559479
161,0.000566529,0.000683125,0.000599918
162,0.001595037,0.000639976,0.002448624
163,0.000547272,0.000268989,0.007091447
164,0.000600302,0.000492696,0.000644063
165,0.000504685,0.001190963,0.000556783
166,0.000392155,0.000122792,0.000678205
167,0.002949127,0.003842896,0.002824133
168,0.000528855,0.000448312,0.000559479
169,0.00029321,0.001551911,0.000712193
170,0.000511761,0.00082356,0.000836014
171,0.001310596,0.000159659,0.000520835
172,0.00055352,0.000507899,0.000566578
173,0.000451201,0.000170126,0.000973541
174,0.000524219,0.000356013,0.00222496
175,0.000511495,0.000445061,0.000803745
176,0.000591823,0.000355821,0.000567084
177,0.00059011,0.000834676,0.001357958
178,0.000545132,0.00130631,0.001219117
179,0.000766365,0.000144292,0.000578096
180,0.000278565,6.40E-05,0.000749123
181,0.000491709,0.000558717,0.000773392
182,0.000568678,0.000699963,0.000812459
183,0.000533505,0.000343429,0.009057502
184,0.00127211,0.000415798,0.04314813
185,0.00048555,0.000358812,0.000615092
186,0.000324553,0.000565252,0.000678128
187,0.00034764,0.000226025,0.005978754
188,0.000589716,0.000221938,0.003076914
189,0.000460941,0.000507458,0.00115828
190,0.000423132,0.000515994,0.001190891
191,0.000632066,0.000156843,0.00092004
192,0.000417267,0.000551273,0.001099605
193,0.00043201,0.000574338,0.000725662
194,0.00051682,0.000247177,0.000741769
195,0.000694545,0.000115279,0.000596361
196,0.00051567,0.000683967,0.000697609
197,0.000551532,0.000360592,0.000572932
198,0.000643166,0.00034475,0.001820751
199,0.00025594,0.000113272,0.001156055
200,0.000257453,0.00014154,0.0006218
201,0.000218576,0.000134578,0.001136055
202,0.01468547,0.002712224,0.043895617
203,0.118254296,0.950544536,0.002690085
204,0.000985006,0.000122481,0.001623288
205,0.000777321,0.000143961,0.000808296
206,0.000430975,0.00060873,0.00052361
207,0.284696221,0.807310402,0.013126675
208,0.000495232,0.000352199,0.002922187
209,0.000902607,0.00735817,0.000365591
210,0.000372148,0.000655424,0.000975022
211,0.000536284,0.000180715,0.000485038
212,0.986212254,0.005749519,0.004055538
213,0.000409717,0.000632328,0.001038409
214,0.000496599,0.000551906,0.001063602
215,0.000593621,0.000736768,0.000567207
216,0.119471446,0.045637004,0.001139195
217,0.00045783,0.000463622,0.00151657
218,0.000772914,0.000330965,0.00995693
219,0.00059991,0.000374842,0.001362009
220,0.000369253,0.001941268,0.000769815
221,0.000466291,0.000619121,0.001330578
222,0.000419357,0.000403785,0.002264042
223,0.000442877,0.000727729,0.000735207
224,0.000377015,0.000435566,0.001171407
225,0.000382113,0.000614763,0.000581052
226,0.004648383,0.001116288,0.045100216
227,0.000421355,0.00014992,0.001342526
228,0.001625213,0.00014069,0.000681965
229,0.000500143,0.000367161,0.001073577
230,0.000506179,5.54E-05,0.002738323
231,0.00012746,0.000316244,0.251698971
232,0.975364506,0.00444608,0.025894895
233,0.000378856,0.000347141,0.001608678
234,0.000890501,0.000142461,0.000663455
235,0.000623327,0.000298473,0.001245131
236,0.000435286,0.000182545,0.001024754
237,0.00055117,0.00047407,0.001289942
238,0.001187705,0.000173161,0.001385264
239,0.000620478,0.000395755,0.001582209
240,0.000321362,0.000463201,0.001181215
241,0.038858112,0.048030283,0.094461672
242,0.001054675,0.000136868,0.000669566
243,0.808640122,0.000510624,0.005581958
244,0.000600302,0.000637407,0.000587409
245,0.000535201,0.000640209,0.001289577
246,0.000538038,0.000337011,0.001731004
247,0.961969316,0.001250683,0.002927627
248,0.001323218,0.000350577,0.045261703
249,0.000349523,0.000965119,0.026286338
250,0.005357462,0.002850988,0.004355941
251,0.983884692,0.007168298,0.053442188
252,0.000475852,0.000234354,0.006486557
253,0.000522425,0.000500775,0.001506815
254,0.001529466,0.003621627,0.003597915
255,0.000314847,0.000975617,0.000668361
256,0.000450944,0.000702854,0.001042728
257,0.000370115,0.002709777,0.000706168
258,0.000765789,0.000470149,0.00640292
259,0.000380306,0.000178807,0.001224392
260,0.000339139,0.000328266,0.000902256
261,0.032143027,0.009087575,0.039003834
262,0.000712217,0.000203628,0.003783867
263,0.97674942,0.064772785,0.007304075
264,0.000689079,0.000262217,0.002520477
265,0.122645818,0.069341011,0.037606176
266,0.01021897,0.029752569,0.001853108
267,0.000383384,0.000697822,0.001489218
268,0.001242477,0.000180197,0.012779199
269,0.119545512,0.14532882,0.002355363
270,0.0005405,0.000312709,0.001307617
271,0.101643227,0.001584721,0.007278018
272,0.001043893,0.009163888,0.000609093
273,0.000631748,0.000353338,0.002296651
274,0.000415184,0.000215776,0.002234397
275,0.950672448,0.001437332,0.006393429
276,0.000522626,0.000131485,0.025072992
277,0.000203204,9.05E-05,0.001163096
278,0.00051398,8.11E-05,0.024392694
279,0.000323479,0.00012318,0.001512231
280,0.935629785,0.001090156,0.001173775
281,0.000417359,0.000449886,0.008254069
282,0.0005394,0.000159298,0.001479938
283,0.000400704,0.00055285,0.000951641
284,0.000392791,0.00019573,0.000707293
285,0.923685849,0.096076667,0.028116565
286,0.000447313,0.000623007,0.000584662
287,0.000304466,0.001336179,0.000689166
288,0.005550193,0.002902207,0.131463662
289,0.982028842,0.043691479,0.00825688
290,0.000477465,0.00055854,0.000570485
291,0.000917413,0.0001423,0.002711279
292,0.000362145,0.001345359,0.094740853
293,0.000562415,0.000399448,0.000680492
294,0.000899059,0.001857766,0.110691808
295,0.000541182,0.000432581,0.00131901
296,0.000483881,0.000599173,0.000377708
297,0.00090411,0.00032389,0.045261703
298,0.000541067,0.001079521,0.001528666
299,0.000394349,0.000346514,0.010851908
300,0.000284454,0.000145529,0.000541591
301,0.000481452,0.000640785,0.000921355
302,0.001706114,0.004298053,0.076029375
303,0.000426665,0.000842658,0.014805399
304,0.000382275,0.000521496,0.001121374
305,0.000457897,0.000574554,0.000630507
306,0.000641861,0.000278038,0.006265507
307,0.00043072,0.000555597,0.000844625
308,0.000899798,0.008211138,0.003033677
309,0.000347801,0.001310726,0.000618019
310,0.000561942,0.000965641,0.001162029
311,0.000785482,0.000158279,0.000578392
312,0.000890501,0.000142461,0.000663455
313,0.000438977,0.000503131,0.000655906
314,0.776661217,0.015440448,0.002333056
315,0.000437365,0.00058401,0.000584491
316,0.000282932,9.38E-05,0.002414469
317,0.000325403,0.001538788,0.001164525
318,0.000745886,0.000129114,0.000893429
319,0.981973529,0.143055826,0.001864497
320,0.648588479,0.000633976,0.003040872
321,0.001848067,0.000110416,0.003024095
322,0.000534161,0.000141636,0.001144291
323,0.000532781,0.00058102,0.001062723
324,0.000866363,0.008262918,0.003236848
325,0.000360112,0.000262248,0.004248583
326,0.000425789,0.000488566,0.001404995
327,0.000465975,0.000636093,0.000619276
328,0.000316444,0.000322038,0.000414824
329,0.000920163,0.000317891,0.013926232
330,0.012390481,0.077046737,0.133009017
331,0.000617878,0.000199347,0.002832757
332,0.924607813,0.044385076,0.014908521
333,0.000525862,0.000132486,0.000998059
334,0.949933469,0.000958781,0.005321581
335,0.00054246,5.02E-05,0.001154228
336,0.000399805,0.000341725,0.001013301
337,0.037152134,0.018646352,0.005785826
338,0.000443408,0.000544052,0.000661747
339,0.000687865,0.000212656,0.002259503
340,0.000364581,0.000156698,0.000531933
341,0.000412461,0.000193593,0.002398832
342,0.00483806,0.001645089,0.12889494
343,0.002843962,0.005544185,0.00195982
344,0.000764033,0.000634294,0.002395724
345,0.000693074,0.000375021,0.003484787
346,0.000225286,0.000366433,0.006672998
347,0.000416262,0.00013779,0.000931816
348,0.000483507,0.000538542,0.001379411
349,0.000683151,8.57E-05,0.003581836
350,0.000372927,0.000207515,0.001454519
351,0.000612126,0.000307929,0.003544743
352,0.000303138,0.000110956,0.001530765
353,0.009061171,0.010746421,0.007288863
354,0.164226413,0.034020517,0.051564943
355,0.000638435,0.000696631,0.000591559
356,0.00058312,0.00073603,0.000599529
357,0.000408503,5.81E-05,0.002342688
358,0.988252938,0.005811722,0.000852231
359,0.015741637,0.006637056,0.029020132
360,0.000523205,0.000723628,0.000673172
361,0.001207876,0.000138712,0.00065155
362,0.001946832,0.000158518,0.002661665
363,0.002457679,0.004398722,0.00325935
364,0.000492371,0.000177284,0.002032035
365,0.000478575,0.000865631,0.003603586
366,0.000292296,0.001486688,0.000696809
367,0.102480315,0.005321271,0.019218011
368,0.000402905,0.000243753,0.002552534
369,0.000495554,0.000589261,0.002239774
370,0.000553397,0.000376949,0.000798608
371,0.000599957,7.92E-05,0.001835242
372,0.000552755,0.000526812,0.000651978
373,0.000381548,0.000867443,0.001613489
374,0.0005547,0.000669555,0.000871174
375,0.015008021,0.009506129,0.036343373
376,0.000345651,0.000103178,0.004415644
377,0.978479803,0.043820687,0.003443274
378,0.000314545,0.000706233,0.000502554
379,0.000455868,0.000642616,0.000553948
380,0.017870685,0.009560054,0.039542209
381,0.00050647,0.000588352,0.000690292
382,0.747686684,0.007054256,0.026021305
383,0.837703168,0.036446907,0.007711117
384,0.000369253,0.00194017,0.00083458
385,0.000414188,0.000379228,0.001774477
386,0.002699296,0.075103834,0.001403345
387,0.00042157,0.00199134,0.000666079
388,0.00163255,0.000207558,0.01294289
389,0.000504627,0.000707879,0.018769201
390,0.000186276,0.000133378,0.001206057
391,0.000201643,9.05E-05,0.001163096
392,0.000512539,0.000353311,0.000546972
393,0.000759525,0.000350865,0.002929576
394,0.052060246,0.002028089,0.077169463
395,0.000519872,0.000565549,0.000709945
396,0.000378856,0.000644008,0.001860576
397,0.002263364,0.109018803,0.000320598
398,0.000621472,0.000477593,0.001108325
399,0.001014495,9.10E-05,0.001471214
400,0.000590012,0.000476462,0.000634962
401,0.000450099,0.000345689,0.002756423
402,0.839669585,0.014835369,0.002695407
403,0.000731702,0.000130429,0.003266741
404,0.000571403,0.000586247,0.00078162
405,0.000525697,0.001002793,0.000554255
406,0.161038071,0.013926312,0.054235786
407,0.51464051,0.004988422,0.003431684
408,0.620068789,0.000530847,0.0061969
409,0.000485942,0.000609281,0.001272642
410,0.000171181,0.000197517,0.001120657
411,0.453435808,0.000810524,0.024463017
412,0.000243959,0.000120423,0.00062914
413,0.051433142,0.030681899,0.021784458
414,0.892513454,0.178304523,0.02590899
415,0.00023321,0.000104575,0.001692069
416,0.920375705,0.695289075,0.002555837
417,0.040801819,0.006655721,0.042001054
418,0.000499539,0.000284624,0.002282378
419,0.000487049,0.000619941,0.001151356
420,0.000507772,0.000537037,0.000667607
421,0.000524719,0.000983563,0.000831422
422,0.008672275,0.009067792,0.003051622
423,0.000477009,0.000547102,0.001154903
424,0.000359921,0.000230259,0.000688193
425,0.021758944,0.002258524,0.081308998
426,0.000399163,0.000876201,0.000622134
427,0.000369455,0.000133366,0.000592029
428,0.004279885,0.000233513,0.047144148
429,0.000451597,0.000504864,0.000632785
430,0.000572449,0.000704544,0.00059776
431,0.000548724,0.000503354,0.000954875
432,0.00048329,0.000543847,0.000766694
433,0.000466937,0.000272873,0.001760197
434,0.001053935,0.000463102,0.002297705
435,0.000568303,0.000269682,0.001450026
436,0.000495586,0.001039718,0.000598366
437,0.000618582,0.000276552,0.012555629
438,0.000518545,0.00069094,0.000591004
439,0.000643581,0.000124517,0.000929408
440,0.000776007,0.00538679,0.002373195
441,0.000485668,0.000358887,0.000549434
442,0.000320248,0.000137968,0.000475663
443,0.000534998,0.000104396,0.002189617
444,0.000288498,8.62E-05,0.001755462
445,0.00040433,0.000152707,0.001555585
446,0.000497295,0.000122429,0.001046116
447,0.000648647,0.00049887,0.001597559
448,0.000372641,8.46E-05,0.000983373
449,0.000289878,0.000289035,0.001380482
450,0.993390679,0.043704152,0.005924126
451,0.000600705,0.0001323,0.000874749
452,0.00057964,0.000298947,0.150327727
453,0.000506606,0.000861204,0.000567873
454,0.000618175,0.000136578,0.000837224
455,0.000438977,0.000503131,0.000655906
456,0.878069341,0.008293775,0.025838064
457,0.000211322,0.000118771,0.000716585
458,0.000312096,0.000226244,0.001200847
459,0.000839856,9.83E-05,0.000783783
460,0.000327881,0.000619581,0.001278897
461,0.000334015,0.000622593,0.025462043
462,0.000481801,0.000811296,0.000837865
463,0.00084499,0.000320151,0.023623815
464,0.134387761,0.055159401,0.00510316
465,0.000658853,0.000194294,0.000668847
466,0.01451648,0.00343852,0.03740558
467,0.000386062,0.00082383,0.00097513
468,0.003539902,0.000137556,0.002982744
469,0.000420894,8.59E-05,0.003592928
470,0.000470477,0.000551322,0.000961295
471,0.000245984,9.27E-05,0.00042079
472,0.000664923,0.000458621,0.001367196
473,0.000636398,0.000306633,0.003799984
474,0.000520942,0.000385899,0.000708329
475,0.000390542,0.000504346,0.001475075
476,0.000585116,0.000273213,0.001229167
477,0.000185478,0.000385774,0.014932145
478,0.000413953,0.000483229,0.001065656
479,0.000292841,7.48E-05,0.00038233
480,0.000365253,0.000518005,0.000782175
481,0.002168211,0.052988615,0.000582628
482,0.00082907,0.000294663,0.015017154
483,0.000241157,9.36E-05,0.000457878
484,0.000366325,0.000501678,0.010033491
485,0.000593631,0.000264054,0.001217615
486,0.000833346,0.000168054,0.000612715
487,0.000566214,0.000221631,0.00264303
488,0.000388161,0.000196501,0.000779025
489,0.000658301,0.000101268,0.035453469
490,0.000566323,0.000721926,0.000574186
491,0.000302491,6.87E-05,0.004151809
492,0.160786435,0.027784949,0.040144186
493,0.048227053,0.010060159,0.050288882
494,0.000486079,0.000631688,0.00105519
495,0.000384028,0.000175028,0.000924552
496,0.000448669,0.000553133,0.000967014
497,0.955858767,0.037248798,0.002373981
498,0.004738055,0.001491218,0.002068719
499,0.000472197,7.52E-05,0.003177261
500,0.00058094,0.000274967,0.001848528
501,0.000724814,0.000347302,0.00175504
502,0.000380552,0.000160543,0.008867327
503,0.0005405,0.000312709,0.001307617
504,0.002007459,0.000530523,0.006224687
505,0.003170717,0.001371421,0.020029524
506,0.000572449,0.000704544,0.00059776
507,0.000423522,0.000586854,0.000643911
508,0.000487417,0.000205923,0.003806588
509,0.000419119,0.000182164,0.000507677
510,0.000582725,0.000606044,0.003824127
511,0.000359922,0.000566153,0.000892189
512,0.000479502,0.000367393,0.001473507
513,0.000456668,0.000595362,0.00150575
514,0.991098464,0.043739889,0.001790596
515,0.000226267,0.000151985,0.000856953
516,0.000502279,0.000619121,0.001330578
517,0.000479639,0.000127666,0.000670994
518,0.000542097,0.000433896,0.000990089
519,0.000304245,3.04E-05,0.022234684
520,0.006131228,0.013787996,0.001758959
521,0.011876791,0.006732759,0.02730977
522,0.00886473,0.018807435,0.00127486
523,0.012524771,0.951624274,0.010940795
524,0.017118935,0.00273408,0.00121238
525,0.00052454,7.20E-05,0.007960157
526,0.000460478,0.000553439,0.00066332
527,0.000724275,0.000500964,0.001343816
528,0.000477331,0.00042923,0.000803745
529,0.840737522,0.006144335,0.005999184
530,0.369800568,0.000546907,0.002826942
531,0.000604459,0.000548955,0.000716314
532,0.000469907,0.000532926,0.000584662
533,0.94293201,0.000817181,0.002114081
534,0.000706705,0.000227009,0.00109476
535,0.000335478,0.000159237,0.000531933
536,0.000971037,0.000125182,0.001509587
537,0.000460207,0.00082696,0.000544002
538,0.000549071,0.000612981,0.000644897
539,0.944364548,0.000910915,0.001729904
540,0.000498349,0.000126105,0.000447153
541,0.000555818,0.000630127,0.000651978
542,0.000223478,0.000147915,0.001125136
543,0.000430511,0.000505035,0.000802998
544,0.11408069,0.002349273,0.009858459
545,0.000443836,0.000567947,0.000567363
546,0.166539997,0.064384378,0.001198617
547,0.000459397,0.000536031,0.000567363
548,0.000448322,0.000103388,0.000603846
549,0.000680787,0.000362495,0.00187349
550,0.000640829,0.000761409,0.03109898
551,0.001888222,0.001433678,0.004917741
552,0.004916458,0.010328596,0.003456659
553,0.000349479,0.000177819,0.001187294
554,0.002437407,0.00010539,0.054735612
555,0.000718666,0.000686057,0.000868698
556,0.000506547,0.000310407,0.001886841
557,0.992124975,0.001772407,0.109826177
558,0.000443595,0.000461391,0.000630413
559,0.955299795,0.003615603,0.0018774
560,0.000484012,0.00061187,0.000629469
561,0.003075184,0.001906878,0.001480078
562,0.000177312,0.000116131,0.047300935
563,0.000392226,0.000395537,0.001265545
564,0.000455621,0.000100746,0.017099569
565,0.000591927,9.79E-05,0.001351521
566,0.000272608,0.000652896,0.000775818
567,0.000534305,0.001191603,0.002830945
568,0.000733394,0.000154452,0.001046635
569,0.002065583,0.000136955,0.000905313
570,0.001693685,5.00E-05,0.013546778
571,0.000246894,0.000109644,0.063641347
572,0.000526055,0.0004317,0.001550325
573,0.37784344,0.938711047,0.038396552
574,0.598355353,0.046779796,0.01350008
575,0.000451597,0.000504864,0.000578751
576,0.000396775,0.000511818,0.000605416
577,0.000296718,0.000100941,0.002482722
578,0.000851477,0.000973246,0.001841067
579,0.000577614,0.000133476,0.00067216
580,0.000498738,0.000276009,0.002343848
581,0.000420998,0.000549817,0.000831629
582,0.000659211,0.00100224,0.000823964
583,0.000350216,0.000379809,0.002281426
584,0.000467677,0.000428953,0.001525972
585,0.000345198,6.62E-05,0.001121377
586,0.256328434,0.001984003,0.005032185
587,0.000509767,0.000503674,0.000842257
588,0.000890965,0.00014737,0.000578096
589,0.00083436,9.55E-05,0.001131833
590,0.010612032,0.000664195,0.005076057
591,0.000544887,0.000580784,0.001245648
592,0.001148669,0.000272062,0.006237401
593,0.020951472,0.00162313,0.015744099
594,0.066936865,0.220715716,0.008691399
595,0.000272084,0.000119236,0.000806295
596,0.000396775,0.000511818,0.00061517
597,0.987781882,0.003662778,0.004492765
598,0.001850292,0.000432482,0.002545676
599,0.000627967,0.000705592,0.001847463
600,0.000602751,0.000660911,0.000808849
601,0.000589417,0.000664119,0.000592641
602,0.294091076,0.055056967,0.014344802
603,0.000811664,0.000580406,0.000595126
604,0.000290771,0.000854723,0.000597473
605,0.000390366,0.000114988,0.000445546
606,0.000290755,0.000329658,0.007673027
607,0.067124546,0.025209647,0.00364341
608,0.95204097,0.002534949,0.00082457
609,0.95814389,0.005124743,0.003345973
610,0.000473755,0.000142416,0.001245677
611,0.000472242,0.000573641,0.000720649
612,0.002543059,0.004058404,0.001449653
613,0.000245984,9.27E-05,0.00042079
614,0.000336957,0.000117829,0.000847204
615,0.013015883,0.129987478,0.145581171
616,0.001335461,0.005531638,0.001244938
617,0.000376096,0.000178801,0.000696987
618,0.000642063,0.000548955,0.000716314
619,0.969116986,0.379757613,0.001523898
620,0.000914365,0.000154413,0.000581129
621,0.004923078,0.001465072,0.004171862
622,0.004763842,0.001074391,0.001879343
623,0.000565391,0.000496375,0.001123129
624,0.000301533,0.000517808,0.017489135
625,0.000455868,0.000574554,0.000646229
626,0.00060675,0.000502324,0.000644523
627,0.000435796,0.000476469,0.000950368
628,0.000474741,0.00042923,0.000629218
629,0.000508745,0.000524314,0.001132836
630,0.000346864,7.47E-05,0.002341862
631,0.000518335,0.000740777,0.000641963
632,0.000624717,0.00052359,0.001592129
633,0.000867025,0.000211067,0.002179631
634,0.000349143,0.000760197,0.000741216
635,0.000770573,0.000112054,0.002499903
636,0.034820668,0.00473658,0.005988332
637,0.001947623,0.006716932,0.001981346
638,0.000322045,0.001067996,0.000575169
639,0.001041753,0.000571603,0.064351343
640,0.001916835,0.003260943,0.000993915
641,0.000524848,0.000337066,0.001902086
642,0.000385205,0.000665126,0.000780789
643,0.000637978,0.000889249,0.001424567
644,0.000597673,0.000463343,0.001323429
645,0.000493653,0.000497832,0.00165984
646,0.000545844,0.000329144,0.001796178
647,0.000226827,0.000145721,0.001236106
648,0.000521259,0.000131757,0.000683643
649,0.03486345,0.033395812,0.008492364
650,0.946009755,0.00814272,0.004505066
651,0.000575847,0.000490075,0.00094877
652,0.971563756,0.051062413,0.009519616
653,0.000270584,0.000176168,0.001556908
654,0.000545641,0.000522114,0.001033149
655,0.993260443,0.005514434,0.006061758
656,0.00205039,0.019304821,0.004475269
657,0.000428521,0.000396135,0.000647073
658,0.000422699,0.001055673,0.000637719
659,0.006720824,0.00477225,0.050090272
660,0.000385251,0.000133626,0.001601724
661,0.012760269,0.066185541,0.004042445
662,0.619356036,0.019305743,0.056798022
663,0.000371876,0.002488267,0.000835177
664,0.000529941,0.001376106,0.000571593
665,0.000303061,9.76E-05,0.001136156
666,0.00050158,0.000307077,0.000686123
667,0.000677141,0.000321819,0.000574203
668,0.874034643,0.143008828,0.230802014
669,0.000474741,0.00042923,0.000629218
670,0.000496834,0.000210173,0.001124506
671,0.000604459,0.000548955,0.000716314
672,0.000712117,0.000145325,0.000752939
673,0.000420898,0.00059833,0.000654572
674,0.00052899,0.000559682,0.00074415
675,0.00092424,0.004200628,0.000610141
676,0.000371985,0.000848706,0.0010751
677,0.002015326,0.002057436,0.014612759
678,0.000613062,0.000178591,0.000550744
679,0.000410842,0.013236067,0.005129369
680,0.544224441,0.017338376,0.034521911
681,0.001317862,0.002548725,0.002905599
682,0.839849889,0.047804497,0.027938681
683,0.000731851,0.000608277,0.000750554
684,0.000369253,0.001174734,0.00083458
685,0.000373219,0.001643644,0.000770366
686,0.001181559,0.000134375,0.000587758
687,0.001467021,0.00013584,0.000627862
688,0.000478688,0.000377034,0.000629312
689,0.000337201,0.001122951,0.007200183
690,0.000344461,5.21E-05,0.01359102
691,0.000282508,0.000229458,0.000862746
692,0.000430585,0.000482117,0.002868476
693,0.000350637,0.000678338,0.001060813
694,0.988737345,0.007191214,0.003026051
695,0.000332219,0.00083147,0.00065293
